Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,6100250,Sanofi India Ltd.,SANOFI,0.01%,Pharmaceuticals,IN,---,"$9,138,681.73","77,869"
,B1KL2D6,My EG Services Bhd.,MYEG,0.01%,Data Processing & Outsourced Services,MY,---,"$9,134,835.29","28,783,250"
,B28SM03,Persistent Systems Ltd.,PERSISTENT,0.01%,IT Consulting & Other Services,IN,---,"$9,090,767.78","499,454"
,BP3R499,Tsingtao Brewery Co. Ltd.,600600,0.01%,Brewers,CN,---,"$9,090,198.32","821,786"
,BD0RYG5,Varun Beverages Ltd.,VBL,0.01%,Soft Drinks,IN,---,"$9,085,172.20","957,672"
,6000208,Boubyan Petrochemicals Co. KSCP,BPCC,0.01%,Commodity Chemicals,KW,---,"$9,080,671.38","5,062,492"
,B0VX289,Aarti Industries Ltd.,AARTIIND,0.01%,Specialty Chemicals,IN,---,"$9,059,600.11","657,863"
,6592943,Amata Corp. PCL,AMATA-F,0.01%,Real Estate Development,TH,---,"$9,048,440.37","22,556,777"
,6690836,Center Laboratories Inc.,4123,0.01%,Pharmaceuticals,TW,---,"$9,045,135.11","3,823,589"
,B02GHN7,Shin Zu Shing Co. Ltd.,3376,0.01%,Industrial Machinery,TW,---,"$9,043,309.66","1,863,853"
,6673365,Pixart Imaging Inc.,3227,0.01%,Semiconductors,TW,---,"$9,004,347.36","1,451,680"
,BJ9K2H4,Cholamandalam Investment and Finance Co. Ltd.,CHOLAFIN,0.01%,Consumer Finance,IN,---,"$8,967,998.35","2,643,303"
,BP3R2N9,Daqin Railway Co. Ltd.,601006,0.01%,Railroads,CN,---,"$8,962,842.55","9,556,460"
,BF5L8M0,Health & Happiness H&H International Holdings Ltd.,1112,0.01%,Packaged Foods & Meats,CN,---,"$8,956,179.47","2,071,951"
,B02Q6G3,XinTec Inc.,3374,0.01%,Semiconductors,TW,---,"$8,926,277.84","2,182,225"
,BP3R2W8,Bank of Beijing Co. Ltd.,601169,0.01%,Diversified Banks,CN,---,"$8,884,068.00","12,900,573"
,B1FRT61,Indian Hotels Co. Ltd.,INDHOTEL,0.01%,"Hotels, Resorts & Cruise Lines",IN,---,"$8,861,127.28","6,863,440"
,6803247,China Overseas Grand Oceans Group Ltd.,81,0.01%,Real Estate Development,CN,---,"$8,855,791.91","15,402,142"
,5996234,Motor Oil Hellas Corinth Refineries SA,MOH,0.01%,Oil & Gas Refining & Marketing,GR,---,"$8,848,597.60","751,297"
,6388357,Dubai Investments PJSC,DIC,0.01%,Industrial Conglomerates,AE,---,"$8,832,821.46","27,977,228"
,B0VR4L8,Dana Gas PJSC,DANA,0.01%,Integrated Oil & Gas,AE,---,"$8,811,652.49","45,419,325"
,6698153,Ramco Cements Ltd.,RAMCOCEM,0.01%,Construction Materials,IN,---,"$8,810,036.90","861,786"
,BYMXF65,Qualitas Controladora SAB de CV,Q*,0.01%,Property & Casualty Insurance,MX,---,"$8,775,728.80","2,326,952"
,6719764,Perusahaan Gas Negara Tbk PT,PGAS,<0.01%,Gas Utilities,ID,---,"$8,749,330.13","139,844,279"
,BR2NB24,Astral Poly Technik Ltd.,ASTRAL,<0.01%,Building Products,IN,---,"$8,724,391.76","523,673"
,6797458,Sinopec Shanghai Petrochemical Co. Ltd.,338,<0.01%,Commodity Chemicals,CN,---,"$8,678,131.45","47,424,131"
,BF544G5,Thailand Future Fund,TFFIF-F,<0.01%,---,TH,---,"$8,675,900.51","27,916,700"
,B00LY33,Solar Applied Materials Technology Co.,1785,<0.01%,Specialty Chemicals,TW,---,"$8,674,432.60","5,854,000"
,BX8ZRR3,WHA Corp. PCL,WHA-F,<0.01%,Real Estate Development,TH,---,"$8,672,570.75","96,925,506"
,BJTCKZ4,PharmaEssentia Corp.,6446,<0.01%,Biotechnology,TW,---,"$8,664,551.41","2,497,091"
,B1JNK84,China Coal Energy Co. Ltd.,1898,<0.01%,Coal & Consumable Fuels,CN,---,"$8,663,478.25","35,363,653"
,BN7ZDG5,Tianhe Chemicals Group Ltd.,---,<0.01%,Specialty Chemicals,CN,---,"$8,651,081.49","57,304,542"
,B03MS64,Enka Insaat ve Sanayi AS,ENKAI,<0.01%,Industrial Conglomerates,TR,---,"$8,650,170.56","9,477,476"
,B62QFR9,Sunway Real Estate Investment Trust,SUNREIT,<0.01%,Retail REITs,MY,---,"$8,646,154.74","23,015,000"
,BD5CPF1,Jiangsu Yanghe Brewery Joint-Stock Co. Ltd.,002304,<0.01%,Distillers & Vintners,CN,---,"$8,643,131.54","469,409"
,BWX5FZ5,CK Power PCL,CKP-F,<0.01%,Renewable Electricity,TH,---,"$8,626,541.51","46,925,372"
,B7WF5R3,Transaction Capital Ltd.,TCP,<0.01%,Consumer Finance,ZA,---,"$8,603,555.73","6,674,948"
,B1P3R43,Sao Martinho SA,SMTO3,<0.01%,Packaged Foods & Meats,BR,---,"$8,600,084.64","2,217,503"
,BF13433,China Education Group Holdings Ltd.,839,<0.01%,Education Services,CN,---,"$8,591,464.52","4,669,724"
,BHZ6DL3,TQM Corp. PCL,TQM-F,<0.01%,Insurance Brokers,TH,---,"$8,586,158.78","2,109,400"
,6902854,Tsingtao Brewery Co. Ltd.,600600,<0.01%,Brewers,CN,---,"$8,556,646.13","773,551"
,B233LP1,NHPC Ltd.,NHPC,<0.01%,Renewable Electricity,IN,---,"$8,556,443.41","31,167,985"
,BKB0JW3,Maxscend Microelectronics Co. Ltd.,300782,<0.01%,Electronic Components,CN,---,"$8,543,757.22","153,360"
,6997139,Livzon Pharmaceutical Group Inc.,000513,<0.01%,Pharmaceuticals,CN,---,"$8,534,342.46","1,176,881"
,BYMW733,Legend Holdings Corp.,3396,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$8,528,020.72","6,998,314"
,BF1C0Q5,E-House China Enterprise Holdings Ltd.,2048,<0.01%,Real Estate Services,CN,---,"$8,500,809.96","7,412,100"
,B0JCH50,Hollysys Automation Technologies Ltd.,HOLI,<0.01%,Electronic Equipment & Instruments,CN,---,"$8,443,780.15","764,143"
,6554675,Supalai PCL,SPALI-F,<0.01%,Real Estate Development,TH,---,"$8,431,008.26","17,199,985"
,6621267,Nantex Industry Co. Ltd.,2108,<0.01%,Specialty Chemicals,TW,---,"$8,427,720.52","4,874,000"
,6381691,Grape King Bio Ltd.,1707,<0.01%,Personal Products,TW,---,"$8,416,138.12","1,437,529"
,2174312,CAP SA,CAP,<0.01%,Steel,CL,---,"$8,409,538.83","998,040"
,6291767,Ciputra Development Tbk PT,CTRA,<0.01%,Real Estate Development,ID,---,"$8,367,625.96","191,854,350"
,BDDLRK9,Zhongyu Gas Holdings Ltd.,3633,<0.01%,Gas Utilities,CN,---,"$8,358,358.83","8,988,000"
,BP3R6K4,Fuyao Glass Industry Group Co. Ltd.,600660,<0.01%,Auto Parts & Equipment,CN,---,"$8,338,854.57","1,746,913"
,6687872,Kinsus Interconnect Technology Corp.,3189,<0.01%,Semiconductors,TW,---,"$8,338,039.97","3,624,530"
,B58Y4R3,Gudeng Precision Industrial Co. Ltd.,3680,<0.01%,Semiconductor Equipment,TW,---,"$8,321,104.41","846,000"
,BWXTK30,Engie Energia Chile SA,ECL,<0.01%,Electric Utilities,CL,---,"$8,320,905.40","6,686,235"
,6986717,Yinson Holdings Bhd.,YINSON,<0.01%,Oil & Gas Equipment & Services,MY,---,"$8,319,220.56","6,166,000"
,6061001,Santam Ltd.,SNT,<0.01%,Property & Casualty Insurance,ZA,---,"$8,313,465.45","573,842"
,6091451,Topchoice Medical Corp.,600763,<0.01%,Health Care Services,CN,---,"$8,284,806.77","263,079"
,B0W1X34,Light SA,LIGT3,<0.01%,Electric Utilities,BR,---,"$8,276,998.34","3,205,710"
,6622710,Coronation Fund Managers Ltd.,CML,<0.01%,Asset Management & Custody Banks,ZA,---,"$8,276,947.37","3,449,582"
,6890603,IRPC PCL,IRPC-F,<0.01%,Oil & Gas Refining & Marketing,TH,---,"$8,275,419.11","135,836,014"
,6350497,Transcend Information Inc.,2451,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$8,243,988.09","3,787,069"
,B6SGJ82,Lingyi iTech Guangdong Co.,002600,<0.01%,Electronic Components,CN,---,"$8,242,557.85","4,974,800"
,B3PSSB6,TaiMed Biologics Inc.,4147,<0.01%,Biotechnology,TW,---,"$8,237,639.40","2,576,090"
,B01H720,King Slide Works Co. Ltd.,2059,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$8,237,149.85","849,000"
,BYYN347,China Reinsurance Group Corp.,1508,<0.01%,Reinsurance,CN,---,"$8,194,470.46","88,843,940"
,B597PH8,Guangdong Haid Group Co. Ltd.,002311,<0.01%,Packaged Foods & Meats,CN,---,"$8,190,605.44","907,167"
,6203740,Clevo Co.,2362,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$8,186,384.78","8,133,000"
,BD9H002,China Logistics Property Holdings Co. Ltd.,1589,<0.01%,Real Estate Operating Companies,CN,---,"$8,176,752.74","18,055,409"
,BL951P4,LandMark Optoelectronics Corp.,3081,<0.01%,Semiconductors,TW,---,"$8,164,306.27","945,470"
,BP3R7B2,Inner Mongolia Junzheng Energy & Chemical Industry Group Co. Ltd.,601216,<0.01%,Commodity Chemicals,CN,---,"$8,154,556.61","7,637,500"
,6544892,Asia Vital Components Co. Ltd.,3017,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$8,154,544.96","3,496,890"
,B1YW5V4,Ez Tec Empreendimentos e Participacoes SA,EZTC3,<0.01%,Homebuilding,BR,---,"$8,149,250.78","1,298,677"
,6810010,Shanghai Industrial Holdings Ltd.,363,<0.01%,Industrial Conglomerates,CN,---,"$8,148,080.90","6,090,289"
,6159478,Chongqing Changan Automobile Co. Ltd.,200625,<0.01%,Automobile Manufacturers,CN,---,"$8,141,931.15","14,299,340"
,BNGCVY1,United Co. RUSAL International PJSC,RUAL,<0.01%,Aluminum,RU,---,"$8,133,647.69","20,133,297"
,6313940,City Union Bank Ltd.,CUB,<0.01%,Diversified Banks,IN,---,"$8,127,522.30","4,281,417"
,BF2VKB6,Omega Geracao SA,OMGE3,<0.01%,Renewable Electricity,BR,---,"$8,124,448.64","1,246,274"
,B28XTR4,GCL-Poly Energy Holdings Ltd.,3800,<0.01%,Semiconductor Equipment,CN,---,"$8,082,968.09","191,143,171"
,B01KM02,Hualan Biological Engineering Inc.,002007,<0.01%,Biotechnology,CN,---,"$8,073,781.75","961,975"
,6139470,Egyptian Financial Group-Hermes Holding Co.,HRHO,<0.01%,Investment Banking & Brokerage,EG,---,"$8,048,790.79","9,238,916"
,B89Z692,Cementos Argos SA,CEMARGOS,<0.01%,Construction Materials,CO,---,"$8,027,698.94","6,635,422"
,BD5CM16,Lepu Medical Technology Beijing Co. Ltd.,300003,<0.01%,Health Care Equipment,CN,---,"$8,022,708.94","1,616,092"
,6744722,Robinsons Land Corp.,RLC,<0.01%,Diversified Real Estate Activites,PH,---,"$8,020,997.90","27,219,507"
,B1Y9QS9,ABB India Ltd.,ABB,<0.01%,Heavy Electrical Equipment,IN,---,"$7,988,572.45","682,480"
,6898845,Tong Yang Industry Co. Ltd.,1319,<0.01%,Auto Parts & Equipment,TW,---,"$7,986,170.23","6,413,350"
,B24CVP7,Sino-Ocean Group Holding Ltd.,3377,<0.01%,Real Estate Development,CN,---,"$7,981,252.70","39,392,089"
,B0TLGM7,Yuexiu Real Estate Investment Trust,405,<0.01%,Diversified REITs,CN,---,"$7,977,141.75","17,072,000"
,6254083,Topco Scientific Co. Ltd.,5434,<0.01%,Semiconductor Equipment,TW,---,"$7,956,482.39","2,006,342"
,6156770,Sercomm Corp.,5388,<0.01%,Communications Equipment,TW,---,"$7,952,515.88","3,165,600"
,BYQDMZ9,Guotai Junan Securities Co. Ltd.,601211,<0.01%,Investment Banking & Brokerage,CN,---,"$7,946,772.77","2,949,368"
,BF1QN02,TOA Paint Thailand PCL,TOA-F,<0.01%,Commodity Chemicals,TH,---,"$7,939,274.71","6,632,534"
,B87RSJ4,China International Marine Containers Group Co. Ltd.,2039,<0.01%,Industrial Machinery,CN,---,"$7,931,564.78","7,299,978"
,6556938,Alliance Bank Malaysia Bhd.,ABMB,<0.01%,Diversified Banks,MY,---,"$7,920,916.33","14,998,717"
,6439608,Jih Sun Financial Holdings Co. Ltd.,5820,<0.01%,Investment Banking & Brokerage,TW,---,"$7,891,827.89","20,720,537"
,B28XVV2,Terna Energy SA,TENERGY,<0.01%,Renewable Electricity,GR,---,"$7,890,372.20","589,333"
,B3WYBN0,Vodafone Qatar QSC,VFQS,<0.01%,Wireless Telecommunication Services,QA,---,"$7,881,633.25","22,583,175"
,B3TRP30,Glodon Co. Ltd.,002410,<0.01%,Application Software,CN,---,"$7,876,633.81","732,431"
,B0BSM06,ChipMOS Technologies Inc.,8150,<0.01%,Semiconductors,TW,---,"$7,858,930.42","7,912,148"
,B12W5L6,JSE Ltd.,JSE,<0.01%,Financial Exchanges & Data,ZA,---,"$7,855,232.70","1,123,470"
,B03MXR0,Turkiye Sise ve Cam Fabrikalari AS,SISE,<0.01%,Industrial Conglomerates,TR,---,"$7,848,346.37","8,314,334"
,BHWLWF8,Gigadevice Semiconductor Beijing Inc.,603986,<0.01%,Semiconductors,CN,---,"$7,834,507.56","306,778"
,B691276,Alembic Pharmaceuticals Ltd.,APLLTD,<0.01%,Pharmaceuticals,IN,---,"$7,817,131.27","613,508"
,6191265,International CSRC Investment Holdings Co.,2104,<0.01%,Commodity Chemicals,TW,---,"$7,772,504.67","11,423,270"
,B133NZ8,Saudi Pharmaceutical Industries & Medical Appliances Corp.,2070,<0.01%,Pharmaceuticals,SA,---,"$7,766,814.50","795,074"
,6317867,Engro Corp. Ltd./Pakistan,ENGRO,<0.01%,Fertilizers & Agricultural Chemicals,PK,---,"$7,756,140.43","4,266,916"
,6175667,Cheng Uei Precision Industry Co. Ltd.,2392,<0.01%,Electronic Components,TW,---,"$7,755,729.26","5,448,673"
,B5B27G4,ROSSETI PJSC,RSTI,<0.01%,Electric Utilities,RU,---,"$7,755,655.34","409,467,584"
,B0CMCL8,Axis Real Estate Investment Trust,AXREIT,<0.01%,Diversified REITs,MY,---,"$7,749,742.63","14,906,800"
,6320832,Taiwan Paiho Ltd.,9938,<0.01%,Textiles,TW,---,"$7,741,497.56","3,291,140"
,BD73M39,SF Holding Co. Ltd.,002352,<0.01%,Air Freight & Logistics,CN,---,"$7,728,741.77","644,205"
,B17BBR6,Investec Ltd.,INL,<0.01%,Diversified Capital Markets,ZA,---,"$7,715,134.80","4,110,309"
,BP3R2R3,China Shipbuilding Industry Co. Ltd.,601989,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$7,706,550.57","12,036,852"
,6147105,Alliance Global Group Inc.,AGI,<0.01%,Industrial Conglomerates,PH,---,"$7,697,432.80","53,161,167"
,B1H6R62,Odontoprev SA,ODPV3,<0.01%,Managed Health Care,BR,---,"$7,668,952.79","3,589,006"
,B4KWQ72,Pakuwon Jati Tbk PT,PWON,<0.01%,Diversified Real Estate Activites,ID,---,"$7,668,648.17","320,361,167"
,B015YP6,AURAS Technology Co. Ltd.,3324,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$7,667,637.36","919,000"
,BWXN162,Malakoff Corp. Bhd.,MALAKOF,<0.01%,Independent Power Producers & Energy Traders,MY,---,"$7,655,173.18","33,578,500"
,BN320D6,Qingdao Port International Co. Ltd.,6198,<0.01%,Marine Ports & Services,CN,---,"$7,625,755.76","13,079,915"
,BKSWRZ1,Beijing-Shanghai High Speed Railway Co. Ltd.,601816,<0.01%,Railroads,CN,---,"$7,621,894.23","8,844,242"
,6458841,Inner Mongolia Yili Industrial Group Co. Ltd.,600887,<0.01%,Packaged Foods & Meats,CN,---,"$7,610,637.02","1,340,562"
,B4ZRC96,Grupo de Inversiones Suramericana SA,PFGRUPSURA,<0.01%,Multi-Sector Holdings,CO,---,"$7,610,233.86","1,574,290"
,BDZDPH6,Controladora Vuela Cia de Aviacion SAB de CV,VOLARA,<0.01%,Airlines,MX,---,"$7,604,023.79","10,495,404"
,6139931,Gillette India Ltd.,GILLETTE,<0.01%,Personal Products,IN,---,"$7,599,810.20","104,759"
,6522939,Wafer Works Corp.,6182,<0.01%,Semiconductor Equipment,TW,---,"$7,599,635.79","6,394,281"
,BL3HKC6,Times Neighborhood Holdings Ltd.,9928,<0.01%,Environmental & Facilities Services,CN,---,"$7,597,354.84","5,689,032"
,B128FF8,Aldrees Petroleum and Transport Services Co.,4200,<0.01%,Oil & Gas Refining & Marketing,SA,---,"$7,595,882.58","429,685"
,BTKFJF5,WHA Premium Growth Freehold & Leasehold Real Estate InvestmentTrust,WHART-F,<0.01%,Industrial REITs,TH,---,"$7,594,067.91","16,824,300"
,BP3R5Q3,Yonghui Superstores Co. Ltd.,601933,<0.01%,Hypermarkets & Super Centers,CN,---,"$7,592,160.73","6,583,940"
,6731133,TCL Technology Group Corp.,000100,<0.01%,Consumer Electronics,CN,---,"$7,587,574.17","8,341,322"
,BG1Z6X0,Regional SAB de CV,RA,<0.01%,Regional Banks,MX,---,"$7,574,113.65","3,190,608"
,BP3R4T9,Huayu Automotive Systems Co. Ltd.,600741,<0.01%,Auto Parts & Equipment,CN,---,"$7,571,723.72","2,059,116"
,BK6YZP5,Alibaba Group Holding Ltd.,9988,<0.01%,Internet & Direct Marketing Retail,CN,---,"$7,569,832.91","206,200"
,6565127,Bukit Asam Tbk PT,PTBA,<0.01%,Coal & Consumable Fuels,ID,---,"$7,569,040.92","56,743,844"
,BF2HB11,Sohu.com Ltd.,SOHU,<0.01%,---,CN,ADR,"$7,557,464.82","380,537"
,6439620,Getac Technology Corp.,3005,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$7,548,175.34","4,768,420"
,BP3R381,China Railway Construction Corp. Ltd.,601186,<0.01%,Construction & Engineering,CN,---,"$7,547,203.82","6,174,277"
,B02PD81,Coforge Ltd.,COFORGE,<0.01%,Systems Software,IN,---,"$7,523,658.47","238,517"
,BMZ1C83,ZTO Express Cayman Inc.,2057,<0.01%,Air Freight & Logistics,CN,---,"$7,522,743.80","260,043"
,BFN2YR2,Dalmia Bharat Ltd.,DALBHARAT,<0.01%,Construction Materials,IN,---,"$7,521,465.77","708,999"
,B5T7VM5,TPK Holding Co. Ltd.,3673,<0.01%,Electronic Components,TW,---,"$7,515,062.49","4,413,288"
,BDRHD05,Zhenro Properties Group Ltd.,6158,<0.01%,Real Estate Development,CN,---,"$7,510,121.51","12,227,508"
,6741035,Emami Ltd.,EMAMILTD,<0.01%,Personal Products,IN,---,"$7,503,115.70","1,573,729"
,2306814,El Puerto de Liverpool SAB de CV,LIVEPOLC-1,<0.01%,Department Stores,MX,---,"$7,502,146.19","2,638,939"
,6201465,Yulon Finance Corp.,9941,<0.01%,Consumer Finance,TW,---,"$7,501,454.47","2,175,250"
,B66DNR2,NAURA Technology Group Co. Ltd.,002371,<0.01%,Electronic Components,CN,---,"$7,487,543.48","317,300"
,B16FPG6,Embraer SA,EMBR3,<0.01%,Aerospace & Defense,BR,---,"$7,484,235.49","6,735,692"
,B1JLL30,Torrent Power Ltd.,TORNTPOWER,<0.01%,Electric Utilities,IN,---,"$7,470,158.43","1,755,794"
,6890294,National Industries Group Holding SAK,NIND,<0.01%,Industrial Conglomerates,KW,---,"$7,467,013.28","13,772,066"
,6511788,Chong Hong Construction Co. Ltd.,5534,<0.01%,Diversified Real Estate Activites,TW,---,"$7,466,042.26","2,691,000"
,BYSX0F3,Banco del Bajio SA,BBAJIOO,<0.01%,Diversified Banks,MX,---,"$7,460,723.55","9,961,823"
,6228828,Skyworth Group Ltd.,751,<0.01%,Consumer Electronics,CN,---,"$7,459,967.33","25,817,834"
,6804886,Shinkong Synthetic Fibers Corp.,1409,<0.01%,Commodity Chemicals,TW,---,"$7,450,871.88","19,599,400"
,B4P2SD7,United Electronics Co.,4003,<0.01%,Computer & Electronics Retail,SA,---,"$7,449,430.55","400,597"
,BDFF3C3,Fanhua Inc.,FANH,<0.01%,Insurance Brokers,CN,ADR,"$7,441,455.50","444,266"
,6381237,Grand Pacific Petrochemical,1312,<0.01%,Commodity Chemicals,TW,---,"$7,433,288.77","11,486,304"
,B07LTC0,Hexaware Technologies Ltd.,HEXAWARE,<0.01%,IT Consulting & Other Services,IN,---,"$7,432,372.87","1,171,867"
,6932334,Wan Hai Lines Ltd.,2615,<0.01%,Marine,TW,---,"$7,429,501.54","10,066,460"
,B62Q4K5,East Money Information Co. Ltd.,300059,<0.01%,Financial Exchanges & Data,CN,---,"$7,428,221.45","2,093,108"
,B03MWY0,Petkim Petrokimya Holding AS,PETKM,<0.01%,Commodity Chemicals,TR,---,"$7,422,498.81","13,714,287"
,BD3RVD8,L&T Technology Services Ltd.,LTTS,<0.01%,Research & Consulting Services,IN,---,"$7,420,798.98","337,836"
,BL8VWV6,TTW PCL,TTW-F,<0.01%,Water Utilities,TH,---,"$7,417,286.46","18,606,234"
,6848743,Shenzhen Expressway Co. Ltd.,548,<0.01%,Highways & Railtracks,CN,---,"$7,402,804.84","8,475,170"
,B5P0RR5,Apex International Co. Ltd.,4927,<0.01%,Electronic Components,TW,---,"$7,402,600.59","2,945,000"
,B28SXZ5,NetDragon Websoft Holdings Ltd.,777,<0.01%,Interactive Home Entertainment,CN,---,"$7,391,806.81","3,374,138"
,B23GH52,Minerva SA/Brazil,BEEF3,<0.01%,Packaged Foods & Meats,BR,---,"$7,387,773.22","3,533,986"
,6741013,China Oriental Group Co. Ltd.,581,<0.01%,Steel,CN,---,"$7,376,105.48","32,778,736"
,BHHLPD2,Metropolis Healthcare Ltd.,METROPOLIS,<0.01%,Health Care Services,IN,---,"$7,355,285.73","302,039"
,BD5CP06,Bank of Ningbo Co. Ltd.,002142,<0.01%,Regional Banks,CN,---,"$7,341,933.02","1,581,700"
,6188610,Charoen Pokphand Enterprise,1215,<0.01%,Packaged Foods & Meats,TW,---,"$7,331,572.16","3,187,676"
,6220987,Poly Property Group Co. Ltd.,119,<0.01%,Real Estate Development,CN,---,"$7,327,351.17","26,159,038"
,BJVHGR1,Aliansce Sonae Shopping Centers sa,ALSO3,<0.01%,Real Estate Operating Companies,BR,---,"$7,319,380.66","1,732,922"
,BYMFG13,Bata India Ltd.,BATAINDIA,<0.01%,Footwear,IN,---,"$7,314,978.83","407,840"
,BP3R820,Shanxi Xinghuacun Fen Wine Factory Co. Ltd.,600809,<0.01%,Distillers & Vintners,CN,---,"$7,302,194.29","249,900"
,6086974,SAIC Motor Corp. Ltd.,600104,<0.01%,Automobile Manufacturers,CN,---,"$7,297,980.54","2,589,465"
,6431381,Sporton International Inc.,6146,<0.01%,Research & Consulting Services,TW,---,"$7,285,484.23","863,459"
,B42SRM0,Metallurgical Corp. of China Ltd.,1618,<0.01%,Construction & Engineering,CN,---,"$7,263,102.19","45,147,885"
,B128WL3,Sun TV Network Ltd.,SUNTV,<0.01%,Broadcasting,IN,---,"$7,254,938.56","1,144,188"
,BP3R518,AECC Aviation Power Co. Ltd.,600893,<0.01%,Aerospace & Defense,CN,---,"$7,244,499.25","1,192,766"
,6304728,CESC Ltd.,CESC,<0.01%,Electric Utilities,IN,---,"$7,241,930.87","869,713"
,B282PJ5,Habib Bank Ltd.,HBL,<0.01%,Diversified Banks,PK,---,"$7,235,363.23","9,179,432"
,6107585,Gold Circuit Electronics Ltd.,2368,<0.01%,Electronic Components,TW,---,"$7,231,352.96","4,644,090"
,6043645,Yantai Changyu Pioneer Wine Co. Ltd.,200869,<0.01%,Distillers & Vintners,CN,---,"$7,218,268.72","3,728,459"
,B0YBZJ2,Cia de Saneamento de Minas Gerais-COPASA,CSMG3,<0.01%,Water Utilities,BR,---,"$7,215,070.73","867,090"
,B03MP18,Arcelik AS,ARCLK,<0.01%,Household Appliances,TR,---,"$7,211,535.30","2,247,244"
,6335212,Taiwan Hon Chuan Enterprise Co. Ltd.,9939,<0.01%,Metal & Glass Containers,TW,---,"$7,206,794.11","3,778,650"
,B8L1DR5,FGV Holdings Bhd.,FGV,<0.01%,Agricultural Products,MY,---,"$7,195,207.16","25,898,957"
,BDG1977,Emaar Development PJSC,EMAARDEV,<0.01%,Real Estate Development,AE,---,"$7,188,570.76","10,968,865"
,6084387,Guangzhou Baiyunshan Pharmaceutical Holdings Co. Ltd.,874,<0.01%,Pharmaceuticals,CN,---,"$7,186,280.51","2,865,825"
,BGSCL06,Relaxo Footwears Ltd.,RELAXO,<0.01%,Footwear,IN,---,"$7,181,984.97","793,258"
,B92NYC9,Sinopec Engineering Group Co. Ltd.,2386,<0.01%,Construction & Engineering,CN,---,"$7,179,326.43","19,422,064"
,B9DG2Q7,Japfa Comfeed Indonesia Tbk PT,JPFA,<0.01%,Packaged Foods & Meats,ID,---,"$7,162,808.47","95,918,800"
,BF29PR1,Nippon Life India Asset Management Ltd.,NAM-INDIA,<0.01%,Asset Management & Custody Banks,IN,---,"$7,161,993.14","2,003,054"
,B28T1S7,Jasa Marga Persero Tbk PT,JSMR,<0.01%,Highways & Railtracks,ID,---,"$7,142,789.84","29,263,304"
,BP3R529,Bank of Nanjing Co. Ltd.,601009,<0.01%,Regional Banks,CN,---,"$7,142,310.95","6,146,468"
,BP3R262,China Shenhua Energy Co. Ltd.,601088,<0.01%,Coal & Consumable Fuels,CN,---,"$7,140,241.90","2,942,948"
,B6RXHJ1,Sunny Friend Environmental Technology Co. Ltd.,8341,<0.01%,Environmental & Facilities Services,TW,---,"$7,132,031.61","896,000"
,B6VGS93,Sunway Bhd.,SUNWAY,<0.01%,Diversified Real Estate Activites,MY,---,"$7,127,979.20","21,554,145"
,BKC5FW9,VGI PCL,VGI-F,<0.01%,Advertising,TH,---,"$7,117,900.96","35,282,500"
,6743332,Ardentec Corp.,3264,<0.01%,Semiconductors,TW,---,"$7,107,493.98","6,256,522"
,B17KMY7,Yanlord Land Group Ltd.,Z25,<0.01%,Real Estate Development,CN,---,"$7,092,823.12","8,522,760"
,BD5CLT7,Chaozhou Three-Circle Group Co. Ltd.,300408,<0.01%,Electronic Components,CN,---,"$7,090,579.90","1,664,608"
