Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,6780403,Shenzhen Energy Group Co. Ltd.,000027,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$2,699,650.73","3,417,670"
,B59CXB3,Rosseti Lenenergo PJSC,LSNGP,<0.01%,Electric Utilities,RU,---,"$2,697,910.39","1,372,446"
,6714781,Firich Enterprises Co. Ltd.,8076,<0.01%,Electronic Equipment & Instruments,TW,---,"$2,694,436.59","2,985,378"
,BFY8GV7,Shennan Circuits Co. Ltd.,002916,<0.01%,Electronic Components,CN,---,"$2,691,604.92","155,817"
,BK96BF0,China Zheshang Bank Co. Ltd.,601916,<0.01%,Diversified Banks,CN,---,"$2,685,961.75","4,324,600"
,BHZGMM7,East Group Co. Ltd.,300376,<0.01%,Electrical Components & Equipment,CN,---,"$2,685,125.36","1,984,000"
,BP3RGN7,Wuxi Taiji Industry Co. Ltd.,600667,<0.01%,Semiconductors,CN,---,"$2,679,805.18","1,770,531"
,B7H22Q7,Dongjiang Environmental Co. Ltd.,002672,<0.01%,Environmental & Facilities Services,CN,---,"$2,677,190.21","1,905,066"
,6431864,Quanta Storage Inc.,6188,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$2,674,807.18","2,078,000"
,B6ZJ069,Inversiones La Construccion SA,ILC,<0.01%,Multi-Sector Holdings,CL,---,"$2,673,083.76","449,396"
,6156037,Huang Hsiang Construction Corp.,2545,<0.01%,Diversified Real Estate Activites,TW,---,"$2,673,068.24","1,997,000"
,6295855,Sterlite Technologies Ltd.,STRTECH,<0.01%,Communications Equipment,IN,---,"$2,670,545.58","1,309,610"
,6365372,GFPT PCL,GFPT-F,<0.01%,Packaged Foods & Meats,TH,---,"$2,669,076.42","6,838,096"
,BP3R7V2,Fangda Carbon New Material Co. Ltd.,600516,<0.01%,Electrical Components & Equipment,CN,---,"$2,667,781.58","2,963,392"
,BTFRH74,Jiangsu Hengshun Vinegar Industry Co. Ltd.,600305,<0.01%,Packaged Foods & Meats,CN,---,"$2,665,645.89","856,902"
,B07PYG1,Welspun Corp. Ltd.,WELCORP,<0.01%,Steel,IN,---,"$2,664,582.45","1,719,548"
,6099789,Bank of India,BANKINDIA,<0.01%,Diversified Banks,IN,---,"$2,662,098.31","4,809,154"
,6651996,Six of October Development & Investment,OCDI,<0.01%,Real Estate Development,EG,---,"$2,660,361.48","3,326,445"
,6040550,Tongling Nonferrous Metals Group Co. Ltd.,000630,<0.01%,Copper,CN,---,"$2,655,468.76","8,082,400"
,B1G5XV7,Shandong Sun Paper Industry JSC Ltd.,002078,<0.01%,Paper Products,CN,---,"$2,654,861.31","1,277,100"
,B43J9J3,Accelink Technologies Co. Ltd.,002281,<0.01%,Electronic Components,CN,---,"$2,653,344.97","513,948"
,BHY32T6,Guangzhou Tinci Materials Technology Co. Ltd.,002709,<0.01%,Commodity Chemicals,CN,---,"$2,643,753.66","345,570"
,B23GZS1,Beijing BDStar Navigation Co. Ltd.,002151,<0.01%,Communications Equipment,CN,---,"$2,638,644.14","339,651"
,BD5LTF6,Yangzhou Yangjie Electronic Technology Co. Ltd.,300373,<0.01%,Semiconductors,CN,---,"$2,637,997.98","437,547"
,BP3R808,Tonghua Dongbao Pharmaceutical Co. Ltd.,600867,<0.01%,Pharmaceuticals,CN,---,"$2,635,791.26","1,314,348"
,6012849,JiuGui Liquor Co. Ltd.,000799,<0.01%,Distillers & Vintners,CN,---,"$2,634,901.38","217,000"
,B17MXJ5,Hi Sun Technology China Ltd.,818,<0.01%,Data Processing & Outsourced Services,CN,---,"$2,634,835.50","23,853,186"
,4347770,Fourlis Holdings SA,FOYRK,<0.01%,Homefurnishing Retail,GR,---,"$2,632,402.82","595,885"
,BP3R3Y7,China Avionics Systems Co. Ltd.,600372,<0.01%,Aerospace & Defense,CN,---,"$2,629,353.10","1,047,220"
,B1G4YH7,Severstal PAO,SVST,<0.01%,Steel,RU,GDR,"$2,625,630.44","206,805"
,6410324,Tongda Group Holdings Ltd.,698,<0.01%,Electronic Components,CN,---,"$2,624,800.96","48,471,919"
,BV86W11,Fujian Torch Electron Technology Co. Ltd.,603678,<0.01%,Electronic Components,CN,---,"$2,623,908.35","384,612"
,BD5CMR2,Ourpalm Co. Ltd.,300315,<0.01%,Interactive Home Entertainment,CN,---,"$2,621,595.76","2,605,361"
,B133WP1,Tabuk Cement Co.,3090,<0.01%,Construction Materials,SA,---,"$2,619,536.36","597,159"
,B1L3WW0,Xingda International Holdings Ltd.,1899,<0.01%,Tires & Rubber,CN,---,"$2,615,913.56","10,579,093"
,6139447,National Aluminium Co. Ltd.,NATIONALUM,<0.01%,Aluminum,IN,---,"$2,615,594.05","5,967,148"
,B55ZBQ7,STO Express Co. Ltd.,002468,<0.01%,Air Freight & Logistics,CN,---,"$2,612,025.95","1,175,776"
,BDGL1D7,Weihai Guangwei Composites Co. Ltd.,300699,<0.01%,Commodity Chemicals,CN,---,"$2,606,599.97","248,048"
,6164320,Tibet Rhodiola Pharmaceutical Holding Co.,600211,<0.01%,Health Care Distributors,CN,---,"$2,603,505.84","234,317"
,BD760M3,Beijing Easpring Material Technology Co. Ltd.,300073,<0.01%,Specialty Chemicals,CN,---,"$2,603,428.09","391,500"
,B59VLC7,Direcional Engenharia SA,DIRR3,<0.01%,Homebuilding,BR,---,"$2,602,790.69","1,079,543"
,BK80YQ5,Banco BTG Pactual SA,BPAC12,<0.01%,Diversified Capital Markets,---,---,"$2,602,239.00","859,642"
,6172561,Unisplendour Corp. Ltd.,000938,<0.01%,Technology Distributors,CN,---,"$2,600,932.70","693,297"
,B1TQ2V0,Raubex Group Ltd.,RBX,<0.01%,Construction & Engineering,ZA,---,"$2,595,857.15","2,286,937"
,6422761,Harbin Electric Co. Ltd.,1133,<0.01%,Heavy Electrical Equipment,CN,---,"$2,585,155.58","9,081,875"
,6431875,Rechi Precision Co. Ltd.,4532,<0.01%,Industrial Machinery,TW,---,"$2,581,936.98","3,808,000"
,B292YZ3,China Railway Group Ltd.,601390,<0.01%,Construction & Engineering,CN,---,"$2,580,096.16","3,248,829"
,B02F444,Sieyuan Electric Co. Ltd.,002028,<0.01%,Electrical Components & Equipment,CN,---,"$2,579,804.63","733,100"
,BKT3NT9,Hangzhou Onechance Tech Corp.,300792,<0.01%,Internet & Direct Marketing Retail,CN,---,"$2,575,642.80","125,640"
,6447678,Hong Pu Real Estate Development Co. Ltd.,2536,<0.01%,Real Estate Development,TW,---,"$2,566,035.78","3,153,000"
,BJF6Z88,Kaveri Seed Co. Ltd.,KSCL,<0.01%,Agricultural Products,IN,---,"$2,563,263.41","354,789"
,B3V5GG2,Massmart Holdings Ltd.,MSM,<0.01%,Hypermarkets & Super Centers,ZA,---,"$2,563,191.72","1,360,236"
,B5BBL47,GCL System Integration Technology Co. Ltd.,002506,<0.01%,Semiconductors,CN,---,"$2,562,720.03","4,601,125"
,B4JMX94,China Lilang Ltd.,1234,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$2,561,950.54","4,657,865"
,BD3H4Q2,Shenzhen Goodix Technology Co. Ltd.,603160,<0.01%,Semiconductors,CN,---,"$2,559,881.71","110,147"
,B3KMM99,CSBC Corp. Taiwan,2208,<0.01%,Construction Machinery & Heavy Trucks,TW,---,"$2,557,992.52","3,058,540"
,B045C04,China Shineway Pharmaceutical Group Ltd.,2877,<0.01%,Pharmaceuticals,CN,---,"$2,552,862.40","4,058,885"
,BDQZ7T7,Wisdom Education International Holdings Co. Ltd.,6068,<0.01%,Education Services,CN,---,"$2,552,273.91","6,772,000"
,6341446,Filinvest Land Inc.,FLI,<0.01%,Real Estate Development,PH,---,"$2,551,204.21","135,695,351"
,6813116,SDIC Capital Co. Ltd.,600061,<0.01%,Investment Banking & Brokerage,CN,---,"$2,547,998.87","1,127,300"
,BZBZHK7,JNBY Design Ltd.,3306,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$2,541,855.99","2,616,500"
,6580841,Altek Corp.,3059,<0.01%,Consumer Electronics,TW,---,"$2,540,584.13","2,882,000"
,6545248,Bank Pan Indonesia Tbk PT,PNBN,<0.01%,Diversified Banks,ID,---,"$2,538,072.72","50,780,400"
,BF0PQM3,Longshine Technology Group Co. Ltd.,300682,<0.01%,Application Software,CN,---,"$2,536,966.79","917,625"
,6981080,CCOOP Group Co. Ltd.,000564,<0.01%,Department Stores,CN,---,"$2,528,907.15","5,417,100"
,BD6FGZ6,PNB Housing Finance Ltd.,PNBHOUSING,<0.01%,Thrifts & Mortgage Finance,IN,---,"$2,528,652.30","548,885"
,B3D4VQ2,Methanol Chemicals Co.,2001,<0.01%,Diversified Chemicals,SA,---,"$2,528,224.30","712,261"
,6287432,Vantone Neo Development Group Co. Ltd.,600246,<0.01%,Real Estate Development,CN,---,"$2,527,920.11","2,028,010"
,BD83SP2,Instituto Hermes Pardini SA,PARD3,<0.01%,Health Care Services,BR,---,"$2,527,764.38","625,360"
,B8DGGB3,Hefei Meiya Optoelectronic Technology Inc.,002690,<0.01%,Industrial Machinery,CN,---,"$2,526,430.14","358,050"
,6304375,Jiangxi Hongdu Aviation Industry Co. Ltd.,600316,<0.01%,Aerospace & Defense,CN,---,"$2,519,001.71","456,000"
,BYN4277,Qianhe Condiment and Food Co. Ltd.,603027,<0.01%,Packaged Foods & Meats,CN,---,"$2,516,814.45","455,560"
,B3V4ND5,Yonghui Superstores Co. Ltd.,601933,<0.01%,Hypermarkets & Super Centers,CN,---,"$2,511,288.02","2,177,795"
,B03BMQ9,Dynamic Electronics Co. Ltd.,6251,<0.01%,Electronic Components,TW,---,"$2,508,177.46","4,153,451"
,B6QZ6X5,Concraft Holding Co. Ltd.,4943,<0.01%,Electronic Components,TW,---,"$2,504,719.30","848,492"
,BP3R637,Huadian Power International Corp. Ltd.,600027,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$2,504,069.96","4,776,691"
,BD5LWP7,Boya Bio-pharmaceutical Group Co. Ltd.,300294,<0.01%,Biotechnology,CN,---,"$2,502,942.83","421,500"
,B1WT346,Sun Pharma Advanced Research Co. Ltd.,SPARC,<0.01%,Pharmaceuticals,IN,---,"$2,500,130.22","1,060,355"
,B1KMXR0,Graphite India Ltd.,GRAPHITE,<0.01%,Electrical Components & Equipment,IN,---,"$2,500,054.56","942,482"
,6011318,Sealand Securities Co. Ltd.,000750,<0.01%,Investment Banking & Brokerage,CN,---,"$2,499,582.38","3,177,265"
,BV86W66,Shanghai M&G Stationery Inc.,603899,<0.01%,Office Services & Supplies,CN,---,"$2,492,275.07","249,275"
,B1GKL41,Great Eastern Shipping Co. Ltd.,GESHIP,<0.01%,Oil & Gas Storage & Transportation,IN,---,"$2,489,261.42","780,347"
,6324511,Evergreen International Storage & Transport Corp.,2607,<0.01%,Marine Ports & Services,TW,---,"$2,488,265.29","5,273,000"
,BD5CL86,Bluefocus Intelligent Communications Group Co. Ltd.,300058,<0.01%,Advertising,CN,---,"$2,483,244.05","2,294,419"
,BP3RGF9,Tongkun Group Co. Ltd.,601233,<0.01%,Commodity Chemicals,CN,---,"$2,481,497.85","1,216,299"
,BJVQH75,Hemisphere Properties India Ltd.,---,<0.01%,Diversified Real Estate Activites,IN,---,"$2,481,239.62","1,131,433"
,2186812,Centrais Eletricas Brasileiras SA,EBR,<0.01%,Electric Utilities,BR,ADR,"$2,479,291.44","449,147"
,6986740,Sinopec Oilfield Service Corp.,600871,<0.01%,Oil & Gas Equipment & Services,CN,---,"$2,478,022.17","9,301,900"
,BD5CGV4,Qingdao TGOOD Electric Co. Ltd.,300001,<0.01%,Electrical Components & Equipment,CN,---,"$2,475,629.46","947,216"
,6393210,Guangdong Electric Power Development Co. Ltd.,200539,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$2,473,238.86","8,986,228"
,6800743,Shanghai Milkground Food Tech Co. Ltd.,600882,<0.01%,Packaged Foods & Meats,CN,---,"$2,471,887.52","403,943"
,B5BNBK9,Nickel Asia Corp.,NIKL,<0.01%,Diversified Metals & Mining,PH,---,"$2,471,868.47","40,091,703"
,6433882,Shanghai Industrial Urban Development Group Ltd.,563,<0.01%,Real Estate Development,CN,---,"$2,470,458.50","25,690,162"
,6783048,Sichuan Swellfun Co. Ltd.,600779,<0.01%,Distillers & Vintners,CN,---,"$2,466,809.81","259,575"
,BP3R831,Eastern Communications Co. Ltd.,600776,<0.01%,Communications Equipment,CN,---,"$2,466,709.36","1,312,062"
,B94VG58,China Machinery Engineering Corp.,1829,<0.01%,Construction & Engineering,CN,---,"$2,464,230.44","11,958,261"
,6108102,Shenzhen Airport Co. Ltd.,000089,<0.01%,Airport Services,CN,---,"$2,458,220.28","1,947,184"
,BD5LYP1,Shenzhen Sunline Tech Co. Ltd.,300348,<0.01%,IT Consulting & Other Services,CN,---,"$2,443,904.93","692,152"
,BP3R604,Dongfang Electric Corp. Ltd.,600875,<0.01%,Heavy Electrical Equipment,CN,---,"$2,443,897.94","1,632,091"
,BD6QWJ5,Wuxi Lead Intelligent Equipment Co. Ltd.,300450,<0.01%,Electronic Manufacturing Services,CN,---,"$2,429,932.36","339,440"
,B1Y1760,Shenzhen Sunlord Electronics Co. Ltd.,002138,<0.01%,Electronic Components,CN,---,"$2,426,420.76","725,578"
,B5VZ912,Opus Global Nyrt,OPUS,<0.01%,Industrial Conglomerates,HU,---,"$2,424,754.06","3,119,542"
,B1FY0V4,TMK PJSC,TMKS,<0.01%,Oil & Gas Equipment & Services,RU,GDR,"$2,423,851.61","758,639"
,B1QHDZ7,China Huiyuan Juice Group Ltd.,1886,<0.01%,Packaged Foods & Meats,CN,---,"$2,423,498.78","9,298,137"
,B3XMWD0,Wuhu Token Science Co. Ltd.,300088,<0.01%,Electronic Components,CN,---,"$2,416,919.52","1,627,300"
,BNB2PN3,Jiangsu King's Luck Brewery JSC Ltd.,603369,<0.01%,Distillers & Vintners,CN,---,"$2,415,218.63","368,662"
,BF5M481,Mavi Giyim Sanayi Ve Ticaret AS,MAVI,<0.01%,"Apparel, Accessories & Luxury Goods",TR,---,"$2,406,875.86","482,709"
,B2QNK62,Jiangsu Yuyue Medical Equipment & Supply Co. Ltd.,002223,<0.01%,Health Care Equipment,CN,---,"$2,406,836.03","498,915"
,B1FPYN7,Gotion High-tech Co. Ltd.,002074,<0.01%,Electrical Components & Equipment,CN,---,"$2,406,243.76","684,269"
,BN8PW56,Yixintang Pharmaceutical Group Co. Ltd.,002727,<0.01%,Drug Retail,CN,---,"$2,404,660.56","417,554"
,BP3R596,Sinopec Shanghai Petrochemical Co. Ltd.,600688,<0.01%,Commodity Chemicals,CN,---,"$2,403,157.24","4,902,940"
,B6VPSP6,Xiamen Kingdomway Group Co.,002626,<0.01%,Pharmaceuticals,CN,---,"$2,402,382.79","462,900"
,B4QH5P2,Anhui Jinhe Industrial Co. Ltd.,002597,<0.01%,Diversified Chemicals,CN,---,"$2,400,210.13","513,300"
,BSVXB88,Fullshare Holdings Ltd.,607,<0.01%,Heavy Electrical Equipment,CN,---,"$2,398,327.51","105,921,870"
,B03MVW1,Logo Yazilim Sanayi Ve Ticaret AS,LOGO,<0.01%,Application Software,TR,---,"$2,397,969.03","189,385"
,BJLWMG7,Chongqing Rural Commercial Bank Co. Ltd.,601077,<0.01%,Regional Banks,CN,---,"$2,393,953.24","3,259,500"
,BDGL0T6,Huaxi Securities Co. Ltd.,002926,<0.01%,Investment Banking & Brokerage,CN,---,"$2,391,786.65","1,351,200"
,BZ1C8N8,SA Corporate Real Estate Ltd.,SAC,<0.01%,Diversified REITs,ZA,---,"$2,390,653.66","34,506,381"
,BP3R927,Shanghai Zhangjiang High-Tech Park Development Co. Ltd.,600895,<0.01%,Diversified Real Estate Activites,CN,---,"$2,389,849.93","853,196"
,6349536,Global Brands Manufacture Ltd.,6191,<0.01%,Electronic Manufacturing Services,TW,---,"$2,388,461.43","3,379,000"
,B031CM5,Salfacorp SA,SALFACORP,<0.01%,Construction & Engineering,CL,---,"$2,386,909.54","4,524,748"
,BS7K3T8,HLA Corp. Ltd.,600398,<0.01%,Apparel Retail,CN,---,"$2,385,908.43","2,598,579"
,B01CKD7,Shandong Bohui Paper Industrial Co. Ltd.,600966,<0.01%,Paper Products,CN,---,"$2,384,692.93","1,345,900"
,BZ56LK4,Steinhoff International Holdings NV,SNH,<0.01%,Home Furnishings,ZA,---,"$2,383,309.54","56,911,386"
,BFB4S78,DaShenLin Pharmaceutical Group Co. Ltd.,603233,<0.01%,Drug Retail,CN,---,"$2,383,170.07","196,206"
,B59FKK0,Shanxi Securities Co. Ltd.,002500,<0.01%,Investment Banking & Brokerage,CN,---,"$2,379,548.24","2,026,110"
,6091172,Wangfujing Group Co. Ltd.,600859,<0.01%,General Merchandise Stores,CN,---,"$2,378,127.87","335,920"
,6292470,Cyberlink Corp.,5203,<0.01%,Application Software,TW,---,"$2,377,953.47","602,000"
,BTFRHF2,Shanghai Chinafortune Co. Ltd.,600621,<0.01%,Investment Banking & Brokerage,CN,---,"$2,365,506.60","812,561"
,BDFC7R7,Oppein Home Group Inc.,603833,<0.01%,Home Furnishings,CN,---,"$2,365,301.39","148,897"
,B5960H0,Mechel PJSC,MTLR,<0.01%,Steel,RU,---,"$2,365,281.53","2,989,465"
,6084503,Sunplus Technology Co. Ltd.,2401,<0.01%,Semiconductors,TW,---,"$2,365,073.25","5,033,000"
,6987884,Southern Shuanglin Bio-pharmacy Co. Ltd.,000403,<0.01%,Biotechnology,CN,---,"$2,363,938.11","465,203"
,6657488,Orient Semiconductor Electronics Ltd.,2329,<0.01%,Semiconductors,TW,---,"$2,361,774.06","6,664,792"
,B0KS490,Sun International Ltd./South Africa,SUI,<0.01%,Casinos & Gaming,ZA,---,"$2,358,500.84","2,900,321"
,BYXXXJ3,Eoptolink Technology Inc. Ltd.,300502,<0.01%,Electronic Components,CN,---,"$2,357,284.20","248,392"
,B6THYG7,PharmaEngine Inc.,4162,<0.01%,Biotechnology,TW,---,"$2,356,563.21","1,112,457"
,BD5CFT5,Doushen Beijing Education & Technology Inc.,300010,<0.01%,Data Processing & Outsourced Services,CN,---,"$2,356,431.45","866,539"
,B60Q9M4,Yantai Jereh Oilfield Services Group Co. Ltd.,002353,<0.01%,Oil & Gas Equipment & Services,CN,---,"$2,352,417.98","534,742"
,BP3RGP9,Jiangsu Yangnong Chemical Co. Ltd.,600486,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$2,351,272.33","182,100"
,BD5CKF6,Addsino Co. Ltd.,000547,<0.01%,Communications Equipment,CN,---,"$2,350,357.59","749,900"
,6802891,Shanghai Yuyuan Tourist Mart Group Co. Ltd.,600655,<0.01%,Specialty Stores,CN,---,"$2,347,531.41","1,806,254"
,BP3R4H7,TBEA Co. Ltd.,600089,<0.01%,Electrical Components & Equipment,CN,---,"$2,347,354.85","1,811,358"
,6783941,Shanghai Pharmaceuticals Holding Co. Ltd.,601607,<0.01%,Health Care Distributors,CN,---,"$2,347,191.48","784,985"
,BYV61D4,Taokaenoi Food & Marketing PCL,TKN-F,<0.01%,Packaged Foods & Meats,TH,---,"$2,346,478.02","7,187,081"
,B16NQ89,Mahindra CIE Automotive Ltd.,MAHINDCIE,<0.01%,Auto Parts & Equipment,IN,---,"$2,345,220.64","1,281,766"
,6579634,Union Bank of India,UNIONBANK,<0.01%,Diversified Banks,IN,---,"$2,344,761.09","7,076,528"
,6354347,Addsino Co. Ltd.,000547,<0.01%,Communications Equipment,CN,---,"$2,344,402.55","748,000"
,B7D5Y75,SooChow Securities Co. Ltd.,601555,<0.01%,Investment Banking & Brokerage,CN,---,"$2,342,222.22","1,483,170"
,6504476,Northeast Securities Co. Ltd.,000686,<0.01%,Investment Banking & Brokerage,CN,---,"$2,342,214.05","1,604,558"
,B18M2M0,Hengdian Group DMEGC Magnetics Co. Ltd.,002056,<0.01%,Electronic Components,CN,---,"$2,339,428.97","1,241,400"
,B60CMV2,Rallis India Ltd.,RALLIS,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$2,334,322.69","602,001"
,BD5CGM5,Tianjin Chase Sun Pharmaceutical Co. Ltd.,300026,<0.01%,Pharmaceuticals,CN,---,"$2,332,131.61","2,920,805"
,BP3R552,COSCO SHIPPING Holdings Co. Ltd.,601919,<0.01%,Marine,CN,---,"$2,329,874.01","2,759,191"
,B03MVZ4,Oyak Cimento Fabrikalari AS,OYAKC,<0.01%,Construction Materials,TR,---,"$2,328,975.24","2,280,798"
,B615HC6,Taiji Computer Corp. Ltd.,002368,<0.01%,IT Consulting & Other Services,CN,---,"$2,328,619.41","556,906"
,B7L5LS7,Multi Commodity Exchange of India Ltd.,MCX,<0.01%,Financial Exchanges & Data,IN,---,"$2,327,369.51","99,264"
,6545044,HannsTouch Solution Inc.,3049,<0.01%,Electronic Components,TW,---,"$2,327,270.34","7,036,115"
,BF5CJ19,Integrated Holding Co. KCSC,INTEGRATED,<0.01%,Trading Companies & Distributors,KW,---,"$2,323,162.70","1,979,421"
,B73B053,Sansiri PCL,SIRI-F,<0.01%,Real Estate Development,TH,---,"$2,321,174.60","121,822,306"
,B5V7S33,Zhejiang Chint Electrics Co. Ltd.,601877,<0.01%,Electrical Components & Equipment,CN,---,"$2,321,057.52","520,558"
,6984131,WUS Printed Circuit Co. Ltd.,2316,<0.01%,Electronic Components,TW,---,"$2,317,919.97","2,236,840"
,B03MYM2,Turk Traktor ve Ziraat Makineleri AS,TTRAK,<0.01%,Agricultural & Farm Machinery,TR,---,"$2,313,362.95","178,642"
,B64TFV0,YanTai Shuangta Food Co. Ltd.,002481,<0.01%,Packaged Foods & Meats,CN,---,"$2,313,029.00","1,051,000"
,6343798,IEI Integration Corp.,3022,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$2,310,151.74","1,546,920"
,6055877,Sichuan Expressway Co. Ltd.,107,<0.01%,Highways & Railtracks,CN,---,"$2,309,597.69","9,978,276"
,6116956,Xiamen C & D Inc.,600153,<0.01%,Trading Companies & Distributors,CN,---,"$2,307,664.68","1,828,200"
,BZ3FFP6,Huaan Securities Co. Ltd.,600909,<0.01%,Investment Banking & Brokerage,CN,---,"$2,307,133.56","1,778,632"
,BJVX2Q0,Viohalco SA,VIO,<0.01%,Diversified Metals & Mining,GR,---,"$2,307,070.37","787,919"
,BKM3FD4,Jiangsu Provincial Agricultural Reclamation and Development Corp.,601952,<0.01%,Agricultural Products,CN,---,"$2,305,622.61","1,191,892"
,6535670,Perusahaan Perkebunan London Sumatra Indonesia Tbk PT,LSIP,<0.01%,Agricultural Products,ID,---,"$2,304,147.74","37,618,295"
,BP3R6W6,Pacific Securities Co. Ltd./The/China,601099,<0.01%,Investment Banking & Brokerage,CN,---,"$2,297,756.19","3,822,620"
,BP3R8V9,Shanghai Yuyuan Tourist Mart Group Co. Ltd.,600655,<0.01%,Specialty Stores,CN,---,"$2,297,664.43","1,767,885"
,BP3R4F5,Universal Scientific Industrial Shanghai Co. Ltd.,601231,<0.01%,Electronic Equipment & Instruments,CN,---,"$2,291,816.29","606,052"
,6388380,Union Properties PJSC,UPP,<0.01%,Diversified Real Estate Activites,AE,---,"$2,291,751.09","28,224,603"
,6501712,Li Peng Enterprise Co. Ltd.,1447,<0.01%,Textiles,TW,---,"$2,290,613.42","9,936,000"
,B03MY88,Turkiye Sinai Kalkinma Bankasi AS,TSKB,<0.01%,Specialized Finance,TR,---,"$2,287,485.82","15,918,812"
,B3PZ2V5,China Modern Dairy Holdings Ltd.,1117,<0.01%,Agricultural Products,CN,---,"$2,286,978.79","17,154,299"
,B03MZB8,Vestel Elektronik Sanayi ve Ticaret AS,VESTL,<0.01%,Consumer Electronics,TR,---,"$2,276,462.99","1,015,165"
,B50XV33,Visionox Technology Inc.,002387,<0.01%,Semiconductors,CN,---,"$2,276,314.95","980,850"
,BHQPS81,Sai Micro Electronics Inc.,300456,<0.01%,Electronic Components,CN,---,"$2,273,355.17","520,110"
,BD0MX96,MLP Saglik Hizmetleri AS,MPARK,<0.01%,Health Care Facilities,TR,---,"$2,270,964.47","1,023,742"
,6878706,Meihua Holdings Group Co. Ltd.,600873,<0.01%,Packaged Foods & Meats,CN,---,"$2,265,688.96","2,937,500"
,6999889,Jonjee Hi-Tech Industrial And Commercial Holding Co. Ltd.,600872,<0.01%,Packaged Foods & Meats,CN,---,"$2,265,226.61","234,200"
,6445694,Huangshan Tourism Development Co. Ltd.,900942,<0.01%,"Hotels, Resorts & Cruise Lines",CN,---,"$2,264,888.01","2,889,803"
,BYW6TZ1,Thunder Software Technology Co. Ltd.,300496,<0.01%,Application Software,CN,---,"$2,261,633.51","177,727"
,BFY1ZJ7,360 Security Technology Inc.,601360,<0.01%,Systems Software,CN,---,"$2,258,710.06","923,000"
,B0LR6C3,DCM Shriram Ltd.,DCMSHRIRAM,<0.01%,Diversified Chemicals,IN,---,"$2,258,203.32","456,541"
,6103970,Chengdu Xingrong Environment Co. Ltd.,000598,<0.01%,Water Utilities,CN,---,"$2,257,969.36","3,004,200"
,6187877,BAIC BluePark New Energy Technology Co. Ltd.,600733,<0.01%,Automobile Manufacturers,CN,---,"$2,256,531.23","2,588,912"
,BFCCR30,Yunnan Energy New Material Co. Ltd.,002812,<0.01%,Paper Packaging,CN,---,"$2,248,160.13","165,900"
,B1CSBH2,EIH Ltd.,EIHOTEL,<0.01%,"Hotels, Resorts & Cruise Lines",IN,---,"$2,246,854.96","2,047,786"
,BZ0HMS7,Chengdu Kanghong Pharmaceutical Group Co. Ltd.,002773,<0.01%,Pharmaceuticals,CN,---,"$2,244,857.53","334,750"
,BH35L96,China Merchants Land Ltd.,978,<0.01%,Real Estate Development,CN,---,"$2,243,680.76","15,681,888"
,BD5LQY4,Lingyi iTech Guangdong Co.,002600,<0.01%,Electronic Components,CN,---,"$2,240,243.32","1,352,100"
,BFD1BQ7,Ecovacs Robotics Co. Ltd.,603486,<0.01%,Household Appliances,CN,---,"$2,237,142.02","327,585"
,BXVM276,Unifin Financiera SAB de CV,UNIFINA,<0.01%,Consumer Finance,MX,---,"$2,236,971.56","2,696,990"
,6896292,Brait SE,BAT,<0.01%,Asset Management & Custody Banks,ZA,---,"$2,235,742.84","10,744,448"
,BJ0FZD5,China Wafer Level CSP Co. Ltd.,603005,<0.01%,Semiconductors,CN,---,"$2,234,963.37","237,160"
,6270089,Guangzhou Yuexiu Financial Holdings Group Co. Ltd.,000987,<0.01%,Investment Banking & Brokerage,CN,---,"$2,234,059.75","890,400"
,B136LS6,Zamil Industrial Investment Co.,2240,<0.01%,Steel,SA,---,"$2,233,326.00","423,649"
,6614245,Ratchthani Leasing PCL,THANI-F,<0.01%,Consumer Finance,TH,---,"$2,232,255.34","17,436,900"
,BP3R4R7,Jiangxi Copper Co. Ltd.,600362,<0.01%,Copper,CN,---,"$2,231,565.93","1,066,444"
,6426246,Darwin Precisions Corp.,6120,<0.01%,Semiconductors,TW,---,"$2,229,979.11","5,857,900"
,B29NPW0,eClerx Services Ltd.,ECLERX,<0.01%,Data Processing & Outsourced Services,IN,---,"$2,228,311.41","233,523"
,B8F4MT5,Shanghai Kinetic Medical Co. Ltd.,300326,<0.01%,Health Care Equipment,CN,---,"$2,215,262.50","707,843"
,B4RKD78,Blue Sail Medical Co. Ltd.,002382,<0.01%,Health Care Supplies,CN,---,"$2,213,050.72","625,000"
,B02FTP0,Da An Gene Co. Ltd. of Sun Yat-Sen University,002030,<0.01%,Biotechnology,CN,---,"$2,198,966.06","426,162"
,BFLTDL2,Ascletis Pharma Inc.,1672,<0.01%,Biotechnology,CN,---,"$2,197,297.83","6,103,000"
