age,male,female,age2,year
1세,418830,386951,1,1984
0세,378127,350988,0,1984
79세,13712,31224,79,1985
78세,16842,35533,78,1985
77세,20501,40898,77,1985
76세,24201,46049,76,1985
75세,28113,51035,75,1985
74세,31596,55042,74,1985
73세,35243,58417,73,1985
72세,39554,61362,72,1985
71세,42793,64997,71,1985
70세,47843,69506,70,1985
69세,52961,74381,69,1985
68세,56791,77679,68,1985
67세,59399,80350,67,1985
66세,63724,84545,66,1985
65세,70596,91782,65,1985
64세,78764,100459,64,1985
63세,85978,108034,63,1985
62세,91265,113652,62,1985
61세,94851,117607,61,1985
60세,98425,121270,60,1985
59세,101810,125771,59,1985
58세,106520,131863,58,1985
57세,111808,138748,57,1985
56세,118274,145492,56,1985
55세,126205,152087,55,1985
54세,136970,159034,54,1985
53세,149936,166835,53,1985
52세,163367,174479,52,1985
51세,176054,182058,51,1985
50세,187806,190221,50,1985
49세,198499,197887,49,1985
48세,208519,204647,48,1985
47세,216316,209688,47,1985
46세,222557,214132,46,1985
45세,227931,219164,45,1985
44세,235165,224732,44,1985
43세,238054,225655,43,1985
42세,234668,220102,42,1985
41세,228152,212954,41,1985
40세,229879,213540,40,1985
39세,244952,226986,39,1985
38세,261155,245285,38,1985
37세,271283,255388,37,1985
36세,271045,254903,36,1985
35세,266160,255035,35,1985
34세,276632,205913,34,1985
33세,317531,284775,33,1985
32세,316604,293050,32,1985
31세,347543,325072,31,1985
30세,368351,353801,30,1985
29세,388130,367535,29,1985
28세,402338,386863,28,1985
27세,420815,403853,27,1985
26세,436632,419033,26,1985
25세,445027,427665,25,1985
24세,432803,428958,24,1985
23세,435702,423948,23,1985
22세,439662,417434,22,1985
21세,439690,410930,21,1985
20세,437471,407739,20,1985
19세,436524,408120,19,1985
18세,440740,413451,18,1985
17세,451041,424321,17,1985
16세,465411,438746,16,1985
15세,478597,450826,15,1985
14세,483668,455922,14,1985
13세,480054,451782,13,1985
12세,468822,439975,12,1985
11세,452006,422829,11,1985
10세,431872,404412,10,1985
9세,413636,387605,9,1985
8세,402102,378020,8,1985
7세,400754,376641,7,1985
6세,408891,384138,6,1985
5세,421487,394393,5,1985
4세,438282,407547,4,1985
3세,430931,399470,3,1985
2세,406328,375609,2,1985
1세,371392,347845,1,1985
0세,348116,320013,0,1985
79세,14245,32983,79,1986
78세,17784,37143,78,1986
77세,21420,42289,77,1986
76세,24309,47503,76,1986
75세,27776,51910,75,1986
74세,32105,55285,74,1986
73세,36237,58505,73,1986
72세,39337,62239,72,1986
71세,43969,67130,71,1986
70세,50034,72900,70,1986
69세,54177,76373,69,1986
68세,56457,78460,68,1986
67세,60139,81636,67,1986
66세,67337,89534,66,1986
65세,76126,99131,65,1986
64세,82988,106591,64,1986
63세,88547,111805,63,1986
62세,92171,116085,62,1986
61세,94674,119842,61,1986
60세,97966,124499,60,1986
59세,102873,130522,59,1986
58세,109095,137196,58,1986
57세,116295,144116,57,1986
56세,124069,150549,56,1986
55세,133855,157900,55,1986
54세,147516,166590,54,1986
53세,160295,174030,53,1986
52세,173029,181177,52,1986
51세,186048,189521,51,1986
50세,196727,197095,50,1986
49세,206541,203342,49,1986
48세,214817,208383,48,1986
47세,220603,213251,47,1986
46세,224474,217947,46,1986
45세,233058,224526,45,1986
44세,238513,226464,44,1986
43세,233166,219247,43,1986
42세,225530,211664,42,1986
41세,226869,211719,41,1986
40세,241683,224939,40,1986
39세,260060,244651,39,1986
38세,270015,254779,38,1986
37세,270599,255144,37,1986
36세,266334,254419,36,1986
35세,274383,213945,35,1986
34세,311264,281615,34,1986
33세,311373,288915,33,1986
32세,343166,321262,32,1986
31세,371647,356216,31,1986
30세,389315,369860,30,1986
29세,401030,385809,29,1986
28세,419881,402964,28,1986
27세,436458,418796,27,1986
26세,445844,428051,26,1986
25세,437238,430095,25,1986
24세,438183,424770,24,1986
23세,440727,419567,23,1986
22세,436638,410760,22,1986
21세,431774,405079,21,1986
20세,432201,405946,20,1986
19세,436243,410093,19,1986
18세,448202,421654,18,1986
17세,465202,438066,17,1986
16세,477222,449284,16,1986
15세,481570,454394,15,1986
14세,478243,450562,14,1986
13세,468179,439853,13,1986
12세,452765,423954,12,1986
11세,432163,404661,11,1986
10세,411753,385711,10,1986
9세,400967,376582,9,1986
8세,398777,374678,8,1986
7세,410460,385667,7,1986
6세,424681,397526,6,1986
5세,439046,408866,5,1986
4세,431654,400820,4,1986
3세,405748,376263,3,1986
2세,369928,345847,2,1986
1세,346788,318946,1,1986
0세,354603,314142,0,1986
79세,14801,34856,79,1987
78세,18782,38842,78,1987
77세,22385,43747,77,1987
76세,24424,48978,76,1987
75세,29253,52341,75,1987
74세,33205,55804,74,1987
73세,36169,59623,73,1987
72세,40418,64862,72,1987
71세,47279,71480,71,1987
70세,51695,75120,70,1987
69세,53674,76648,69,1987
68세,56770,78861,68,1987
67세,64245,87378,67,1987
66세,73593,97860,66,1987
65세,80121,105212,65,1987
64세,85932,110034,64,1987
63세,89588,114629,63,1987
62세,91089,118480,62,1987
61세,94289,123292,61,1987
60세,99373,129248,60,1987
59세,106474,135718,59,1987
58세,114376,142813,58,1987
57세,121997,149090,57,1987
56세,130841,156840,56,1987
55세,145168,166415,55,1987
54세,157318,173656,54,1987
53세,170095,180376,53,1987
52세,184351,188904,52,1987
51세,195017,196389,51,1987
50세,204630,202130,50,1987
49세,213378,207174,49,1987
48세,218717,212463,48,1987
47세,221122,216829,47,1987
46세,231023,224413,46,1987
45세,239029,227370,45,1987
44세,231729,218485,44,1987
43세,222990,210471,43,1987
42세,223951,210002,42,1987
41세,238513,223004,41,1987
40세,259028,244120,40,1987
39세,268815,254279,39,1987
38세,270217,255493,38,1987
37세,266570,253911,37,1987
36세,272215,222384,36,1987
35세,305192,278608,35,1987
34세,306300,284958,34,1987
33세,338925,317632,33,1987
32세,375059,358798,32,1987
31세,390594,372355,31,1987
30세,399820,384921,30,1987
29세,419049,402246,29,1987
28세,436387,418735,28,1987
27세,446767,428617,27,1987
26세,441820,431416,26,1987
25세,440781,425774,25,1987
24세,441898,421889,24,1987
23세,433708,410762,23,1987
22세,426251,402606,22,1987
21세,428020,403953,21,1987
20세,431893,406932,20,1987
19세,445484,419181,19,1987
18세,465101,437570,18,1987
17세,475962,447934,17,1987
16세,479594,453062,16,1987
15세,476551,449533,15,1987
14세,467646,439916,14,1987
13세,453630,425261,13,1987
12세,432556,405081,12,1987
11세,409975,383988,11,1987
10세,399928,375307,10,1987
9세,396902,372881,9,1987
8세,412130,387366,8,1987
7세,427999,400852,7,1987
6세,439915,410361,6,1987
5세,432477,402344,5,1987
4세,405263,377076,4,1987
3세,368556,344005,3,1987
2세,345546,318017,2,1987
1세,353314,313236,1,1987
0세,334294,310555,0,1987
79세,15372,36823,79,1988
78세,19828,40606,78,1988
77세,23324,45316,77,1988
76세,26641,49539,76,1988
75세,30413,53210,75,1988
74세,33239,57099,74,1988
73세,37136,62650,73,1988
72세,44656,70063,72,1988
71세,49304,73864,71,1988
70세,51004,74852,70,1988
69세,53564,76155,69,1988
68세,61264,85246,68,1988
67세,71111,96576,67,1988
66세,77316,103817,66,1988
65세,83352,108257,65,1988
64세,87035,113156,64,1988
63세,87598,117096,63,1988
62세,90707,122057,62,1988
61세,95948,127947,61,1988
60세,103865,134213,60,1988
59세,112435,141476,59,1988
58세,119903,147597,58,1988
57세,127834,155736,57,1988
56세,142791,166188,56,1988
55세,154320,173226,55,1988
54세,167132,179521,54,1988
53세,182581,188227,53,1988
52세,193229,195623,52,1988
51세,202640,200861,51,1988
50세,211847,205905,50,1988
49세,216744,211609,49,1988
48세,217716,215646,48,1988
47세,228897,224230,47,1988
46세,239432,228207,46,1988
45세,230189,217657,45,1988
44세,220374,209216,44,1988
43세,220965,208232,43,1988
42세,235272,221015,42,1988
41세,257880,243513,41,1988
40세,267492,253698,40,1988
39세,269706,255759,39,1988
38세,266679,253322,38,1988
37세,269936,231080,37,1988
36세,299097,275544,36,1988
35세,301166,280965,35,1988
34세,334575,313941,34,1988
33세,378322,361283,33,1988
32세,391691,374747,32,1988
31세,398422,383911,31,1988
30세,418017,401400,30,1988
29세,436107,418539,29,1988
28세,447478,429046,28,1988
27세,446238,432602,27,1988
26세,443184,426641,26,1988
25세,442861,424087,25,1988
24세,430592,410632,24,1988
23세,420598,400019,23,1988
22세,423678,401841,22,1988
21세,427382,403666,21,1988
20세,442572,416588,20,1988
19세,464779,436934,19,1988
18세,474477,446444,18,1988
17세,477398,451588,17,1988
16세,474637,448363,16,1988
15세,466892,439838,15,1988
14세,454281,426435,14,1988
13세,432741,405370,13,1988
12세,408010,382149,12,1988
11세,398702,373915,11,1988
10세,394848,370974,10,1988
9세,413610,388946,9,1988
8세,431137,404076,8,1988
7세,440574,411730,7,1988
6세,433097,403742,6,1988
5세,404586,377769,5,1988
4세,367013,342062,4,1988
3세,344145,316988,3,1988
2세,352789,312941,2,1988
1세,333065,309675,1,1988
0세,344370,307705,0,1988
79세,15961,38892,79,1989
78세,20957,42480,78,1989
77세,24257,46874,77,1989
76세,27849,50723,76,1989
75세,30541,54666,75,1989
74세,34113,60499,74,1989
73세,42168,68657,73,1989
72세,47012,72609,72,1989
71세,48454,73078,71,1989
70세,50527,73523,70,1989
69세,58409,83144,69,1989
68세,68695,95282,68,1989
67세,74592,102413,67,1989
66세,80832,106479,66,1989
65세,84536,111671,65,1989
64세,84219,115697,64,1989
63세,87239,120802,63,1989
62세,92619,126623,62,1989
61세,101298,132689,61,1989
60세,110501,140114,60,1989
59세,117818,146079,59,1989
58세,124867,154599,58,1989
57세,140419,165916,57,1989
56세,151346,172751,56,1989
55세,164181,178622,55,1989
54세,180787,187502,54,1989
53세,191414,194808,53,1989
52세,200623,199546,52,1989
51세,210278,204588,51,1989
50세,214737,210703,50,1989
49세,214312,214413,49,1989
48세,226738,223985,48,1989
47세,239779,228987,47,1989
46세,228607,216772,46,1989
45세,217738,207914,45,1989
44세,217969,206424,44,1989
43세,232021,218985,43,1989
42세,256677,242840,42,1989
41세,266115,253049,41,1989
40세,269135,255956,40,1989
39세,266726,252666,39,1989
38세,267613,240054,38,1989
37세,293054,272442,37,1989
36세,296051,276953,36,1989
35세,330204,310209,35,1989
34세,381524,363687,34,1989
33세,392700,377053,33,1989
32세,396938,382801,32,1989
31세,416892,400448,31,1989
30세,435726,418232,30,1989
29세,448086,429360,29,1989
28세,450596,433675,28,1989
27세,445495,427396,27,1989
26세,443721,426181,26,1989
25세,427400,410391,25,1989
24세,414923,397342,24,1989
23세,419283,399633,23,1989
22세,422821,400319,22,1989
21세,439576,413899,21,1989
20세,464348,436182,20,1989
19세,472889,444841,19,1989
18세,475100,449998,18,1989
17세,472622,447075,17,1989
16세,466029,439641,16,1989
15세,454828,427498,15,1989
14세,432827,405551,14,1989
13세,405959,380217,13,1989
12세,397386,372429,12,1989
11세,392712,368978,11,1989
10세,414999,390428,10,1989
9세,434198,407217,9,1989
8세,441133,412992,8,1989
7세,433616,405038,7,1989
6세,403816,378362,6,1989
5세,365392,340039,5,1989
4세,342669,315877,4,1989
3세,352258,312614,3,1989
2세,332518,309325,2,1989
1세,343152,306843,1,1989
0세,352292,310294,0,1989
79세,18683,44402,79,1990
78세,23986,47475,78,1990
77세,27117,51575,77,1990
76세,29595,55502,76,1990
75세,32984,61810,75,1990
74세,39574,67776,74,1990
73세,43398,70865,73,1990
72세,45584,70488,72,1990
71세,49368,73088,71,1990
70세,56368,82343,70,1990
69세,64784,93429,69,1990
68세,71756,101720,68,1990
67세,77282,107276,67,1990
66세,80213,110185,66,1990
65세,81433,112773,65,1990
64세,85117,118337,64,1990
63세,90940,125176,63,1990
62세,98387,133022,62,1990
61세,106233,141128,61,1990
60세,112426,145965,60,1990
59세,121162,153063,59,1990
58세,135048,163096,58,1990
57세,147316,169599,57,1990
56세,160658,177226,56,1990
55세,175016,187320,55,1990
54세,185080,194204,54,1990
53세,193537,199018,53,1990
52세,202818,204831,52,1990
51세,208622,209732,51,1990
50세,211385,212487,50,1990
49세,221840,219651,49,1990
48세,231083,224076,48,1990
47세,223401,215146,47,1990
46세,212445,204541,46,1990
45세,211571,202955,45,1990
44세,226727,216664,44,1990
43세,251237,239454,43,1990
42세,264016,251752,42,1990
41세,265155,252538,41,1990
40세,261662,248543,40,1990
39세,267781,253945,39,1990
38세,288890,273478,38,1990
37세,304005,287472,37,1990
36세,331324,313245,36,1990
35세,370784,351405,35,1990
34세,390645,371207,34,1990
33세,403342,383185,33,1990
32세,424349,402162,32,1990
31세,446269,421712,31,1990
30세,458978,432853,30,1990
29세,458987,433119,29,1990
28세,451654,427066,28,1990
27세,445195,421973,27,1990
26세,436755,414325,26,1990
25세,430024,407651,25,1990
24세,427824,404767,24,1990
23세,429493,404960,23,1990
22세,443073,416331,22,1990
21세,462929,434063,21,1990
20세,474215,444752,20,1990
19세,477710,449332,19,1990
18세,473773,446543,18,1990
17세,462704,436328,17,1990
16세,447465,420522,16,1990
15세,427730,399907,15,1990
14세,407837,381004,14,1990
13세,396473,370743,13,1990
12세,393412,367851,12,1990
11세,406454,380449,11,1990
10세,424880,397805,10,1990
9세,434867,407161,9,1990
8세,429962,402322,8,1990
7세,406071,378599,7,1990
6세,372661,344558,6,1990
5세,347780,319500,5,1990
4세,337755,307640,4,1990
3세,329466,301771,3,1990
2세,331936,299461,2,1990
1세,338569,300246,1,1990
0세,349421,306938,0,1990
79세,22055,45191,79,1991
78세,24934,49093,78,1991
77세,27213,52831,77,1991
76세,30329,58836,76,1991
75세,36388,64515,75,1991
74세,40065,67664,74,1991
73세,42288,67515,73,1991
72세,46115,70462,72,1991
71세,53017,79826,71,1991
70세,61215,90865,70,1991
69세,68068,99140,69,1991
68세,73707,104959,68,1991
67세,76937,108137,67,1991
66세,78481,110859,66,1991
65세,82294,116522,65,1991
64세,88130,123469,64,1991
63세,95490,131450,63,1991
62세,103314,139625,62,1991
61세,109629,144566,61,1991
60세,118531,151730,60,1991
59세,132293,161740,59,1991
58세,144585,168309,58,1991
57세,157842,176061,57,1991
56세,172027,186237,56,1991
55세,182108,193187,55,1991
54세,190625,198096,54,1991
53세,199952,203975,53,1991
52세,205907,208859,52,1991
51세,209014,211665,51,1991
50세,219363,218729,50,1991
49세,228368,223107,49,1991
48세,221235,214453,48,1991
47세,210662,203900,47,1991
46세,209974,202404,46,1991
45세,225190,216173,45,1991
44세,249482,238860,44,1991
43세,262406,251254,43,1991
42세,263515,251964,42,1991
41세,260071,248019,41,1991
40세,266513,253711,40,1991
39세,287572,273203,39,1991
38세,303138,287553,38,1991
37세,330186,313007,37,1991
36세,368950,350373,36,1991
35세,389263,370426,35,1991
34세,402413,382776,34,1991
33세,423512,401823,33,1991
32세,445536,421427,32,1991
31세,458232,432549,31,1991
30세,458108,432660,30,1991
29세,450892,426655,29,1991
28세,444432,421422,28,1991
27세,436491,414163,27,1991
26세,430051,407760,26,1991
25세,427522,404617,25,1991
24세,428978,404763,24,1991
23세,442141,415960,23,1991
22세,461512,433419,22,1991
21세,472864,444171,21,1991
20세,476521,448692,20,1991
19세,472740,445909,19,1991
18세,461714,435620,18,1991
17세,446476,419790,17,1991
16세,426953,399436,16,1991
15세,407459,380944,15,1991
14세,396015,370625,14,1991
13세,393055,367771,13,1991
12세,405648,379904,12,1991
11세,423986,397221,11,1991
10세,434184,406793,10,1991
9세,429400,402082,9,1991
8세,405802,378506,8,1991
7세,372629,344709,7,1991
6세,347670,319572,6,1991
5세,336913,307369,5,1991
4세,329028,301404,4,1991
3세,331190,299087,3,1991
2세,337723,299770,2,1991
1세,348440,306367,1,1991
0세,365508,320349,0,1991
79세,22923,46724,79,1992
78세,25018,50282,78,1992
77세,27883,55996,77,1992
76세,33454,61401,76,1992
75세,36982,64597,75,1992
74세,39224,64658,74,1992
73세,43071,67921,73,1992
72세,49858,77375,72,1992
71세,57834,88358,71,1992
70세,64560,96611,70,1992
69세,70287,102676,69,1992
68세,73783,106111,68,1992
67세,75625,108962,67,1992
66세,79552,114718,66,1992
65세,85393,121768,65,1992
64세,92666,129878,64,1992
63세,100460,138119,63,1992
62세,106886,143159,62,1992
61세,115940,150387,61,1992
60세,129576,160373,60,1992
59세,141883,167005,59,1992
58세,155053,174879,58,1992
57세,169065,185134,57,1992
56세,179157,192148,56,1992
55세,187730,197149,55,1992
54세,197097,203093,54,1992
53세,203198,207960,53,1992
52세,206639,210816,52,1992
51세,216882,217778,51,1992
50세,225653,222110,50,1992
49세,219057,213731,49,1992
48세,208864,203232,48,1992
47세,208358,201824,47,1992
46세,223631,215652,46,1992
45세,247703,238233,45,1992
44세,260767,250721,44,1992
43세,261848,251354,43,1992
42세,258451,247461,42,1992
41세,265211,253440,41,1992
40세,286219,272889,40,1992
39세,302229,287593,39,1992
38세,329003,312724,38,1992
37세,367071,349292,37,1992
36세,387829,369593,36,1992
35세,401427,382312,35,1992
34세,422615,401426,34,1992
33세,444739,421080,33,1992
32세,457421,432182,32,1992
31세,457164,432139,31,1992
30세,450065,426183,30,1992
29세,443606,420810,29,1992
28세,436163,413941,28,1992
27세,430015,407809,27,1992
26세,427158,404408,26,1992
25세,428401,404507,25,1992
24세,441146,415528,24,1992
23세,460033,432714,23,1992
22세,471448,443525,22,1992
21세,475266,447988,21,1992
20세,471640,445210,20,1992
19세,460658,434849,19,1992
18세,445423,418998,18,1992
17세,426116,398908,17,1992
16세,407023,380829,16,1992
15세,395500,370454,15,1992
14세,392641,367638,14,1992
13세,404784,379304,13,1992
12세,423033,396581,12,1992
11세,433439,406367,11,1992
10세,428776,401784,10,1992
9세,405474,378359,9,1992
8세,372543,344809,8,1992
7세,347508,319598,7,1992
6세,336024,307053,6,1992
5세,328543,300994,5,1992
4세,330397,298669,4,1992
3세,336831,299251,3,1992
2세,347412,305753,2,1992
1세,364430,319706,1,1992
0세,381294,332431,0,1992
79세,22990,47832,79,1993
78세,25622,53268,78,1993
77세,30741,58410,77,1993
76세,34120,61640,76,1993
75세,36365,61892,75,1993
74세,40208,65439,74,1993
73세,46864,74963,73,1993
72세,54613,85878,72,1993
71세,61203,94100,71,1993
70세,66994,100394,70,1993
69세,70725,104072,69,1993
68세,72837,107045,68,1993
67세,76864,112887,67,1993
66세,82702,120031,66,1993
65세,89880,128261,65,1993
64세,97638,136561,64,1993
63세,104161,141697,63,1993
62세,113350,148982,62,1993
61세,126851,158938,61,1993
60세,139164,165629,60,1993
59세,152239,173619,59,1993
58세,166072,183946,58,1993
57세,176168,191020,57,1993
56세,184788,196110,56,1993
55세,194188,202115,55,1993
54세,200426,206962,54,1993
53세,204191,209867,53,1993
52세,214323,216726,52,1993
51세,222860,221010,51,1993
50세,216795,212907,50,1993
49세,206980,202466,49,1993
48세,206654,201148,48,1993
47세,221974,215027,47,1993
46세,245816,237490,46,1993
45세,259012,250066,45,1993
44세,260063,250623,44,1993
43세,256716,246782,43,1993
42세,263787,253046,42,1993
41세,284732,272441,41,1993
40세,301175,287491,40,1993
39세,327664,312288,39,1993
38세,365023,348044,38,1993
37세,386210,368581,37,1993
36세,400247,381662,36,1993
35세,421513,400833,35,1993
34세,443726,420527,34,1993
33세,456387,431604,33,1993
32세,455998,431407,32,1993
31세,449019,425502,31,1993
30세,442565,419993,30,1993
29세,435622,413515,29,1993
28세,429768,407658,28,1993
27세,426585,404000,27,1993
26세,427615,404053,26,1993
25세,439937,414893,25,1993
24세,458333,431797,24,1993
23세,469805,442663,23,1993
22세,473782,447065,22,1993
21세,470311,444295,21,1993
20세,459380,433866,20,1993
19세,444156,418002,19,1993
18세,425072,398184,18,1993
17세,406387,380527,17,1993
16세,394791,370100,16,1993
15세,392036,367324,15,1993
14세,403724,378519,14,1993
13세,421875,395747,13,1993
12세,432483,405741,12,1993
11세,427943,401289,11,1993
10세,404948,378025,10,1993
9세,372274,344740,9,1993
8세,347177,319466,8,1993
7세,334973,306587,7,1993
6세,327897,300437,6,1993
5세,329444,298106,5,1993
4세,335775,298586,4,1993
3세,346216,304990,3,1993
2세,363176,318909,2,1993
1세,379987,331602,1,1993
0세,387598,336294,0,1993
79세,23542,50667,79,1994
78세,28245,55557,78,1994
77세,31476,58811,77,1994
76세,33710,59237,76,1994
75세,37530,63041,75,1994
74세,44045,72617,74,1994
73세,51565,83457,73,1994
72세,58014,91644,72,1994
71세,63846,98151,71,1994
70세,67784,102061,70,1994
69세,70143,105149,69,1994
68세,74259,111071,68,1994
67세,80085,118305,67,1994
66세,87168,126650,66,1994
65세,94883,135005,65,1994
64세,101493,140233,64,1994
63세,110804,147573,63,1994
62세,124170,157498,62,1994
61세,136481,164245,61,1994
60세,149457,172348,60,1994
59세,163112,182745,59,1994
58세,173208,189876,58,1994
57세,181871,195054,57,1994
56세,191298,201118,56,1994
55세,197668,205945,55,1994
54세,201748,208897,54,1994
53세,211770,215652,53,1994
52세,220076,219888,52,1994
51세,214530,212061,51,1994
50세,205088,201679,50,1994
49세,204939,200450,49,1994
48세,220303,214377,48,1994
47세,243915,236722,47,1994
46세,257238,249383,46,1994
45세,258260,249864,45,1994
44세,254961,246076,44,1994
43세,262339,252621,43,1994
42세,283219,271961,42,1994
41세,300089,287355,41,1994
40세,326291,311815,40,1994
39세,362943,346759,39,1994
38세,384553,367527,38,1994
37세,399022,380966,37,1994
36세,420363,400192,36,1994
35세,442662,419925,35,1994
34세,455301,430975,34,1994
33세,454780,430624,33,1994
32세,447922,424771,32,1994
31세,441473,419128,31,1994
30세,435029,413041,30,1994
29세,429470,407458,29,1994
28세,425961,403545,28,1994
27세,426779,403551,27,1994
26세,438680,414209,26,1994
25세,456585,430831,25,1994
24세,468113,441750,24,1994
23세,472245,446091,23,1994
22세,468931,443328,22,1994
21세,458050,432834,21,1994
20세,442838,416959,20,1994
19세,423979,397415,19,1994
18세,405703,380179,18,1994
17세,394037,369703,17,1994
16세,391384,366966,16,1994
15세,402618,377690,15,1994
14세,420669,394867,14,1994
13세,431477,405068,13,1994
12세,427060,400747,12,1994
11세,404374,377647,11,1994
10세,371960,344630,10,1994
9세,346804,319297,9,1994
8세,333885,306085,8,1994
7세,327214,299845,7,1994
6세,328455,297508,6,1994
5세,334684,297887,5,1994
4세,344984,304193,4,1994
3세,361883,318075,3,1994
2세,378632,330735,2,1994
1세,386218,335415,1,1994
0세,387312,335836,0,1994
79세,25954,52848,79,1995
78세,29039,56116,78,1995
77세,31251,56700,77,1995
76세,35034,60735,76,1995
75세,41399,70350,75,1995
74세,48691,81112,74,1995
73세,54995,89259,73,1995
72세,60852,95966,72,1995
71세,64972,100096,71,1995
70세,67555,103295,70,1995
69세,71747,109294,69,1995
68세,77558,116613,68,1995
67세,84545,125069,67,1995
66세,92214,133478,66,1995
65세,98901,138795,65,1995
64세,108325,146189,64,1995
63세,121555,156084,63,1995
62세,133860,162886,62,1995
61세,146739,171100,61,1995
60세,160219,181566,60,1995
59세,170312,188755,59,1995
58세,179014,194019,58,1995
57세,188468,200143,57,1995
56세,194965,204950,56,1995
55세,199351,207949,55,1995
54세,209264,214602,54,1995
53세,217344,218790,53,1995
52세,212307,211236,52,1995
51세,203230,200912,51,1995
50세,203255,199771,50,1995
49세,218663,213748,49,1995
48세,242048,235976,48,1995
47세,255497,248722,47,1995
46세,256490,249128,46,1995
45세,253240,245392,45,1995
44세,260921,252219,44,1995
43세,281738,271505,43,1995
42세,299032,287243,42,1995
41세,324951,311369,41,1995
40세,360905,345508,40,1995
39세,382934,366507,39,1995
38세,397835,380304,38,1995
37세,419252,399586,37,1995
36세,441637,419358,36,1995
35세,454255,430383,35,1995
34세,453604,429879,34,1995
33세,446865,424077,33,1995
32세,440420,418299,32,1995
31세,434474,412602,31,1995
30세,429208,407293,30,1995
29세,425374,403124,29,1995
28세,425980,403084,28,1995
27세,437462,413561,27,1995
26세,454881,429903,26,1995
25세,466465,440876,25,1995
24세,470753,445156,24,1995
23세,467593,442401,23,1995
22세,456762,431841,22,1995
21세,441562,415953,21,1995
20세,422925,396680,20,1995
19세,405055,379864,19,1995
18세,393317,369337,18,1995
17세,390766,366640,17,1995
16세,401549,376895,16,1995
15세,419502,394023,15,1995
14세,430510,404430,14,1995
13세,426215,400239,13,1995
12세,403834,377301,12,1995
11세,371678,344549,11,1995
10세,346461,319154,10,1995
9세,332829,305609,9,1995
8세,326559,299279,8,1995
7세,327496,296936,7,1995
6세,333623,297215,6,1995
5세,343784,303423,5,1995
4세,360625,317270,4,1995
3세,377315,329898,3,1995
2세,384875,334566,2,1995
1세,385968,334986,1,1995
0세,385093,335108,0,1995
79세,26507,54619,79,1996
78세,29400,55464,78,1996
77세,32830,58287,77,1996
76세,38034,65249,76,1996
75세,44701,79130,75,1996
74세,52004,85065,74,1996
73세,57105,91354,73,1996
72세,61333,98413,72,1996
71세,65442,100735,71,1996
70세,69893,107321,70,1996
69세,75408,114319,69,1996
68세,82452,121661,68,1996
67세,89690,135377,67,1996
66세,96564,136639,66,1996
65세,105462,142600,65,1996
64세,118143,159932,64,1996
63세,131894,161534,63,1996
62세,144955,172826,62,1996
61세,157009,183972,61,1996
60세,167919,189425,60,1996
59세,176873,194594,59,1996
58세,184426,198014,58,1996
57세,189172,205945,57,1996
56세,192989,202198,56,1996
55세,203685,213338,55,1996
54세,212544,226059,54,1996
53세,207489,211073,53,1996
52세,199599,198119,52,1996
51세,201742,192341,51,1996
50세,218867,207033,50,1996
49세,241490,236603,49,1996
48세,256114,246242,48,1996
47세,259039,247679,47,1996
46세,253761,244388,46,1996
45세,255992,236984,45,1996
44세,283961,278566,44,1996
43세,295137,280528,43,1996
42세,321474,299937,42,1996
41세,361587,352198,41,1996
40세,379525,364564,40,1996
39세,392111,368374,39,1996
38세,417973,394289,38,1996
37세,442619,427134,37,1996
36세,447494,434110,36,1996
35세,448510,431468,35,1996
34세,446045,430152,34,1996
33세,443269,430872,33,1996
32세,437291,407686,32,1996
31세,428481,399337,31,1996
30세,431953,402414,30,1996
29세,430026,399430,29,1996
28세,435743,408301,28,1996
27세,445235,428331,27,1996
26세,452378,439362,26,1996
25세,458790,446897,25,1996
24세,463989,444229,24,1996
23세,455662,427442,23,1996
22세,444605,418563,22,1996
21세,428138,393343,21,1996
20세,401731,369751,20,1996
19세,383748,360715,19,1996
18세,384608,365490,18,1996
17세,402641,381273,17,1996
16세,421907,399372,16,1996
15세,437901,415861,15,1996
14세,429242,402492,14,1996
13세,406098,378258,13,1996
12세,379419,347893,12,1996
11세,350113,322053,11,1996
10세,334383,305771,10,1996
9세,326591,295063,9,1996
8세,326822,293222,8,1996
7세,332478,291315,7,1996
6세,342471,302071,6,1996
5세,361323,317126,5,1996
4세,376514,331756,4,1996
3세,384807,336191,3,1996
2세,385215,334730,2,1996
1세,380468,333217,1,1996
0세,368403,327772,0,1996
79세,26690,52334,79,1997
78세,30007,55222,78,1997
77세,35017,62247,77,1997
76세,41576,76032,76,1997
75세,48552,81821,75,1997
74세,53714,88364,74,1997
73세,58201,95903,73,1997
72세,62363,98421,72,1997
71세,66932,105111,71,1997
70세,72502,112088,70,1997
69세,79392,119512,69,1997
68세,86798,133351,68,1997
67세,93809,134778,67,1997
66세,102623,140869,66,1997
65세,115275,158302,65,1997
64세,128981,159907,64,1997
63세,141920,171375,63,1997
62세,153972,182552,62,1997
61세,164934,188072,61,1997
60세,174046,193342,60,1997
59세,181709,196954,59,1997
58세,186590,204949,58,1997
57세,190690,201278,57,1997
56세,201253,212604,56,1997
55세,210067,225228,55,1997
54세,205478,210373,54,1997
53세,197952,197515,53,1997
52세,200304,191875,52,1997
51세,217380,206570,51,1997
50세,239814,236134,50,1997
49세,254531,245815,49,1997
48세,257478,247328,48,1997
47세,252364,244134,47,1997
46세,254626,236638,46,1997
45세,282588,278085,45,1997
44세,293768,280012,44,1997
43세,320216,299471,43,1997
