age,male,female,age2,year
29세,365817,320263,29,2020
28세,397285,346334,28,2020
27세,404034,345766,27,2020
26세,396147,338954,26,2020
25세,388320,334329,25,2020
24세,380491,338428,24,2020
23세,361254,329949,23,2020
22세,350033,319452,22,2020
21세,331426,296271,21,2020
20세,328925,298307,20,2020
19세,311350,285890,19,2020
18세,266585,245122,18,2020
17세,246652,227590,17,2020
16세,244033,226192,16,2020
15세,226503,211085,15,2020
14세,222719,207180,14,2020
13세,232042,217710,13,2020
12세,246200,231837,12,2020
11세,229266,215710,11,2020
10세,226027,212407,10,2020
9세,244108,230964,9,2020
8세,240375,227093,8,2020
7세,235277,224069,7,2020
6세,221519,210654,6,2020
5세,225463,214846,5,2020
4세,218474,208662,4,2020
3세,196157,186064,3,2020
2세,176250,167153,2,2020
1세,165273,156631,1,2020
0세,157492,149216,0,2020
